Label	EntryID	Published	Tweet(Title)	FavouriteCount	Geo	Source	AuthorName	AuthorURL	Language	Retweets	Timezone(blank)	UserFavourites	UserFollowers	UserTweets	UserFollowing
pingdemic	1420800080714641408	Thu Jul 29 17:35:11 +0000 2021	RT @sergiocap71: Jabs for jobs is down to individual companies, says No 10 https://t.co/cqyEeeryS1 via @Telegraph	0		PolyTwonkBot	@polytwonk	polytwonk	en	1		20657	718	100393	8
pingdemic	1420800071545860096	Thu Jul 29 17:35:08 +0000 2021	This #Pingdemic is weird as I'm sure there is something more going on... Like some deliberate act to make the situation worse.	1		Twitter Web App	MERTY MOO MOO	coxmatthew5	en	0		18853	386	73434	366
pingdemic	1420800037966254336	Thu Jul 29 17:35:00 +0000 2021	Report: the UK's economic recovery is now waning due to the dreaded 'pingdemic'!  But will the disruption cause a lasting impact beyond the August 16 rule change? Dr Hilary Ingham discusses. https://t.co/FpBfMuNRIS	1		Twitter Media Studio	RT UK	RTUKnews	en	0		1904	92996	56352	1052
pingdemic	1420800037588713472	Thu Jul 29 17:35:00 +0000 2021	Hospitality staff are under extreme pressure at the moment due to huge staff shortages across the UK.  A perfect storm of pingdemic, Brexit, leaving the industry.  Many are working extra long hours to cover shifts, so please bear with them and anticipate slightly slower service.	1202		Twitter for iPhone	Paul Foulder	PaulFoulder	en	183		1389	224	2950	343
pingdemic	1420799979711520768	Thu Jul 29 17:34:47 +0000 2021	RT @Aceso84: Only 13% of Covid test centres for critical workers are open, No 10 admits https://t.co/0bvPPLAV7k	1		Twitter Web App	Kyron Hodgetts	poutingpou	en	1		27563	909	79128	776
pingdemic	1420799974711955456	Thu Jul 29 17:34:45 +0000 2021	Never been “pinged” by this whole “pingdemic” as I don’t have an app to be “pinged” on 😎 🤷‍♂️	1		Twitter for iPhone	Andrew Kirk	Ack17Kirk	en	0		22822	841	22435	2012
pingdemic	1420799784068304896	Thu Jul 29 17:34:00 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for iPad	Sandra Dunseath	sdunseath1	en	434		2964	708	84270	1567
pingdemic	1420799651352043520	Thu Jul 29 17:33:28 +0000 2021	@gordoncorera @NSACyber That’ll certainly help reduce the Pingdemic.	2		Tweetbot for iΟS	Richard Press	rjpress	en	0		1490	206	16265	204
pingdemic	1420799613603246336	Thu Jul 29 17:33:19 +0000 2021	Two Double-jabbed friends in Scotland got the Deltarona. Feeling very flu-ish.   Starting to think that the UK doesn't have a pingdemic, just you know, a pandemic with a shitload of exposures.	0		TweetDeck	Amy Kate	taterpie	en	0		53339	1648	405560	874
pingdemic	1420799488613134336	Thu Jul 29 17:32:49 +0000 2021	This so called #pingdemic is getting ridiculous.	2		Twitter Web App	Jacquie 🕊	FYA1962	en	0		276925	1077	75471	1165
pingdemic	1420799199977905920	Thu Jul 29 17:31:41 +0000 2021	It's not a #pingdemic it's a #pandemic 🙄 #itvnews	1		Twitter for iPhone	Joanne	Joannemh	en	1		20330	911	10872	891
pingdemic	1420799158710149120	Thu Jul 29 17:31:31 +0000 2021	JUST IN - Record 689,313 #pingdemic alerts were sent to users of the #COVID19 app, telling them to isolate and stay at home in England and Wales in a week, according to NHS figures.	802		Twitter for iPhone	yac888	yac888	en	319		1893	88	2936	346
pingdemic	1420799034395082752	Thu Jul 29 17:31:01 +0000 2021	JUST IN - Record 689,313 #pingdemic alerts were sent to users of the #COVID19 app, telling them to isolate and stay at home in England and Wales in a week, according to NHS figures.	802		Twitter for Android	JuiceGotRustled	RustledGot	en	319		17995	134	4608	1563
pingdemic	1420799003948687104	Thu Jul 29 17:30:54 +0000 2021	“Pingdemic” https://t.co/2LgLwvYtMU	1		Twitter for iPhone	Bertie  // LOVE //	BertrandRustles	en	0		29804	1549	171429	690
pingdemic	1420798952148975616	Thu Jul 29 17:30:42 +0000 2021	JUST DELETE THE APP #Pingdemic	1		Twitter for iPhone	𝕽	ryxonika	en	0		7312	13684	4206	317
pingdemic	1420798872713142272	Thu Jul 29 17:30:23 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	Jamie McGillicuddy 🟥🟨🇸🇩	jjmcgill58	en	434		27372	415	16242	1287
pingdemic	1420798870892732416	Thu Jul 29 17:30:22 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for iPhone	Me	hugefoodlover	en	434		30325	1288	91933	2003
pingdemic	1420798869764460544	Thu Jul 29 17:30:22 +0000 2021	The Guardian deleted: "‘Pingdemic’: nearly 700,000 contacted by NHS Covid app in one week (url)" https://t.co/7f13eVyETK	0		PolitiTweet Alerts	PolitiTweet Alerts	PolTweetAlerts	en	0		0	103	11586	1
pingdemic	1420798843331956736	Thu Jul 29 17:30:16 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	Neil	DogBeard74	en	434		16362	1065	37006	1601
pingdemic	1420798829138521856	Thu Jul 29 17:30:12 +0000 2021	@hewitson10 @cymru_simon Well, if all restrictions gone and the “ pingdemic” over, at last people will see that this is Brexit.	0		Twitter for iPad	Ceri Hughes	MsAnnibyniaeth	en	0		3779	63	3138	24
pingdemic	1420798659298476032	Thu Jul 29 17:29:32 +0000 2021	@dreamcore_elegy Pingdemic is out of control	1		Twitter for Android	George 🎇	Trampolinecare	en	0		8147	845	58678	626
pingdemic	1420798621415526400	Thu Jul 29 17:29:23 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter Web App	John Cramp	JohnCramp6	en	434		18457	54	1122	261
pingdemic	1420798581628342272	Thu Jul 29 17:29:13 +0000 2021	RT @stop1984: Only 13% of Covid test centres for critical workers are open, No 10 admits https://t.co/WFXRdkqG1o	0		Twitter for Android	Brummer 🦎	brummer_brumm	en	2		29063	935	65808	1671
pingdemic	1420798513999458304	Thu Jul 29 17:28:57 +0000 2021	Jabs for jobs is down to individual companies, says No 10 https://t.co/cqyEeeryS1 via @Telegraph	0		Twitter for Android	Sergio Capozzi	sergiocap71	en	1		108387	1606	58663	2475
pingdemic	1420798506898501632	Thu Jul 29 17:28:55 +0000 2021	‘A Convenient Scapegoat’: Empty Shelves are due to Brexit Not the Pingdemic   It’s no #coincidence that the so called #pingdemic strikes as Johnson wants all restrictions gone  #CovidIsNotOver   https://t.co/aUbI2UOoUH	271		Twitter for iPad	Ceri Hughes	MsAnnibyniaeth	en	115		3779	63	3138	24
pingdemic	1420798497209651200	Thu Jul 29 17:28:53 +0000 2021	My toon for the latest @spectator  #theatre #Cinderella #WestEnd #pingdemic https://t.co/yJajvW8qb8	14		Twitter for iPad	Nick Newman	Ncknwmn	en	2		18427	5221	14116	810
pingdemic	1420798484207255552	Thu Jul 29 17:28:50 +0000 2021	Food workers are DELETING Covid app after being denied exemption from pingdemic, says Iceland boss https://t.co/nqdDWbDbSB	30		Twitter for Android	KatNL	KatNL	en	11		118390	2260	324991	4976
pingdemic	1420798465580412928	Thu Jul 29 17:28:46 +0000 2021	Three stories to read tonight:  ❄️Scientists call for 'refreezing' of the Arctic https://t.co/fr2L8NOHxW  📲'Pingdemic' record numbers as 689,313 alerts sent from NHS app in a week https://t.co/5inP9BfU8z  😷UK records 31,117 new #coronavirus cases https://t.co/BqOM3V2B7k https://t.co/m2k4VTQW2e	13		Twitter for iPhone	Legurun	VELEGU	en	7		50187	969	28191	1814
pingdemic	1420798435821858816	Thu Jul 29 17:28:38 +0000 2021	The correlation with falling Covid case numbers is clear - but is it causation!? The track and trace app must surely be playing *some* role in controlling spread https://t.co/KfVzzia0xs	11		Twitter Web App	Maria Polachowska	mpolachowska	en	5		2995	1752	15097	1174
pingdemic	1420798432466309120	Thu Jul 29 17:28:38 +0000 2021	Notice the way test and trace was working fine according to Tory MSM, now it's a so called NHS pingdemic that isn't working properly and should be removed..It's the only thing people have left because Johnson has washed his hands of briefings and communication, we are in the dark	85		Twitter for iPhone	clive wilton	wiltocli	en	45		141715	647	14219	654
pingdemic	1420798419879141120	Thu Jul 29 17:28:35 +0000 2021	Three stories to read tonight:  ❄️Scientists call for 'refreezing' of the Arctic https://t.co/fr2L8NOHxW  📲'Pingdemic' record numbers as 689,313 alerts sent from NHS app in a week https://t.co/5inP9BfU8z  😷UK records 31,117 new #coronavirus cases https://t.co/BqOM3V2B7k https://t.co/m2k4VTQW2e	13		Twitter for iPhone	Chendes	Chendes41	en	7		20810	28	53952	670
pingdemic	1420798373335080704	Thu Jul 29 17:28:24 +0000 2021	Three stories to read tonight:  ❄️Scientists call for 'refreezing' of the Arctic https://t.co/fr2L8NOHxW  📲'Pingdemic' record numbers as 689,313 alerts sent from NHS app in a week https://t.co/5inP9BfU8z  😷UK records 31,117 new #coronavirus cases https://t.co/BqOM3V2B7k https://t.co/m2k4VTQW2e	13		Twitter for Android	Kitchen Conversations Podcast	podcast_kitchen	en	7		577	194	94541	315
pingdemic	1420798171802914816	Thu Jul 29 17:27:35 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for iPad	man on the bus 💙 proud to be woke.	moslawboro	en	434		8327	130	7908	299
pingdemic	1420798047118888704	Thu Jul 29 17:27:06 +0000 2021	Three stories to read tonight:  ❄️Scientists call for 'refreezing' of the Arctic https://t.co/fr2L8NOHxW  📲'Pingdemic' record numbers as 689,313 alerts sent from NHS app in a week https://t.co/5inP9BfU8z  😷UK records 31,117 new #coronavirus cases https://t.co/BqOM3V2B7k https://t.co/m2k4VTQW2e	13		Twitter for Android	elske	ElskeKevie25	en	7		247643	2489	192565	3963
pingdemic	1420798005637222400	Thu Jul 29 17:26:56 +0000 2021	"689,313 alerts were sent to users of the NHS Covid-19 app in England and Wales in the last week."  Businesses are struggling to function, supermarket shelves are empty and transport services cut.   The country is in chaos, we cannot go on like this.  https://t.co/8CHb5vPwTy	69		Twitter for iPhone	Tom 🌸	tomrsenior	en	26		26912	72	17033	45
pingdemic	1420797975337611264	Thu Jul 29 17:26:49 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	Mike Clayton 💛❤	PalestineOpp	en	434		5622	357	58633	43
pingdemic	1420797869091655936	Thu Jul 29 17:26:23 +0000 2021	@helsmels44 @peopleareberks Recycling was last week although the brown bin was left but they came Tuesday and did that. Pingdemic 😂😂 x	1		Twitter for iPhone	Sime	FowldsSimon	en	0		180870	1218	48007	1166
pingdemic	1420797647019982848	Thu Jul 29 17:25:30 +0000 2021	@GBNEWS Why does anyone in their right mind have it in the first place? It’s as if people think it’s mandatory to download and use. I’ve been amazed at all these stories of a ‘pingdemic’, just don’t have the app. It’s not hard!	4		Twitter for Android	Bazzabee	Bazzabee4	en	1		42940	179	17021	72
pingdemic	1420797563540840448	Thu Jul 29 17:25:10 +0000 2021	Drop in Government #Covid19UK Statistics "Looks a bit fishy"  Professor Spector, the man behind the ZOE COVID Symptom Study, says reduced coronavirus testing and the impact of the #pingdemic could be behind "suspicious" drop in the number of daily cases recorded by the government	50		Twitter for Android	Robin@thecloudchild	thecloudchild	en	23		44475	808	21803	1884
pingdemic	1420797560546119936	Thu Jul 29 17:25:10 +0000 2021	Even the Guardian is falling for this. Ask hauliers and suppliers. It’s Brexit and labour shortages  “Shortages of goods supplied to factories, building sites and shops began to take their toll and the “pingdemic” forced workers to isolate” https://t.co/lyFG9vDG9U	224		Twitter for Android	Sylvia 🇬🇧🇪🇺 #GTTO #Antifascism	SylviaPye	en	107		42129	1145	27594	1140
pingdemic	1420797551301832704	Thu Jul 29 17:25:08 +0000 2021	Three stories to read tonight:  ❄️Scientists call for 'refreezing' of the Arctic https://t.co/fr2L8NOHxW  📲'Pingdemic' record numbers as 689,313 alerts sent from NHS app in a week https://t.co/5inP9BfU8z  😷UK records 31,117 new #coronavirus cases https://t.co/BqOM3V2B7k https://t.co/m2k4VTQW2e	13		Twitter Web App	K_Conner	kvconner	en	7		16762	1856	178471	3417
pingdemic	1420797428916236288	Thu Jul 29 17:24:38 +0000 2021	in a few weeks some promoter is going to put on a rave called pingdemic and we'll have no-one to blame but ourselves	3		Twitter for iPhone	caelan ↙↙↙	fotzepolitwink	en	0		127745	1270	25078	1946
pingdemic	1420797415955722240	Thu Jul 29 17:24:35 +0000 2021	A record 689,313 alerts were sent to users of the NHS COVID-19 app in England and Wales in a week, NHS figures show https://t.co/IIiAWcUlrY	28		Twitter for Android	Adrijit Sengupta	imadrijit_	en	14		1134	507	6633	459
pingdemic	1420797312419381248	Thu Jul 29 17:24:11 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	Janice Barnes.	logansteven	en	434		337570	6580	449839	6809
pingdemic	1420797292983066624	Thu Jul 29 17:24:06 +0000 2021	Three stories to read tonight:  ❄️Scientists call for 'refreezing' of the Arctic https://t.co/fr2L8NOHxW  📲'Pingdemic' record numbers as 689,313 alerts sent from NHS app in a week https://t.co/5inP9BfU8z  😷UK records 31,117 new #coronavirus cases https://t.co/BqOM3V2B7k https://t.co/m2k4VTQW2e	13		TweetDeck	Sky News	SkyNews	en	7		1	7209665	473436	25
pingdemic	1420797292366422016	Thu Jul 29 17:24:06 +0000 2021	Even the Guardian is falling for this. Ask hauliers and suppliers. It’s Brexit and labour shortages  “Shortages of goods supplied to factories, building sites and shops began to take their toll and the “pingdemic” forced workers to isolate” https://t.co/lyFG9vDG9U	224		Twitter for iPhone	Barbara Hunter 💙	BarbaraHunter07	en	107		65904	829	19129	1114
pingdemic	1420797279724789504	Thu Jul 29 17:24:03 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for iPad	Clara Bow #NHSPay15 💙💙💙	aladetteinsane	en	434		136467	2278	8165	2530
pingdemic	1420797233407070208	Thu Jul 29 17:23:52 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	bjam	johnmor35604610	en	434		34401	216	25874	1554
pingdemic	1420797136153755648	Thu Jul 29 17:23:29 +0000 2021	So the “pingdemic” will end on Aug 16th.  Can we have assurances from @Conservatives, @ScotTories &amp; all the Brexshit deniers that our shelves will suddenly be full of produce &amp; there will be no staffing shortages after thst magical date?  Or you simply all fūçking liars?	63		Twitter for iPhone	IanMac 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇪🇺 😷	Ianmac611	en	26		237630	4219	112060	4028
pingdemic	1420797057892298752	Thu Jul 29 17:23:10 +0000 2021	@Laurie_Garrett They will go up. Schools out plus pingdemic created mini lockdowns and layered with lower testing will all create a big surge soon	2		Twitter for Android	I AM PART OF THE INTOLERANT LEFT	pearljam100	en	0		14355	496	23104	494
pingdemic	1420797016762896384	Thu Jul 29 17:23:00 +0000 2021	Rail industry worker on the NHS Covid-19 app. There quite a lot of reporting by tech journalists when the app emerged but very few of these reports question one  fundamental issue: Bluetooth is not designed for distance measurement  https://t.co/ccJ0QXpD5n	0		trackntracer	trackntrace	trackntracer	en	1		11	1161	292143	4
pingdemic	1420796994558234624	Thu Jul 29 17:22:55 +0000 2021	Rail industry worker on the NHS Covid-19 app. There quite a lot of reporting by tech journalists when the app emerged but very few of these reports question one  fundamental issue: Bluetooth is not designed for distance measurement  https://t.co/ccJ0QXpD5n	0		Twitter for iPhone	Train Beacon Augmented Reality 🚄🚄🚄	TrainBeacon	en	1		2635	2881	253690	3654
pingdemic	1420796860348915456	Thu Jul 29 17:22:23 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	bullster	bullyredman	en	434		5391	90	6920	214
pingdemic	1420796816820420608	Thu Jul 29 17:22:12 +0000 2021	Record number of people “pinged” this past week means empty shelves will continue and worsen in #UK:  https://t.co/WifoOnIcKt	0		Twitter for Android	Ducks n' Dogs	Ducks_n_Dogs	en	1		4842	166	10577	280
pingdemic	1420796511466688256	Thu Jul 29 17:21:00 +0000 2021	Pingdemic?   Nope.  Covid?  Nope.  Then what is causing empty shelves?  Well.... https://t.co/ivUbK0dNSb	76		Twitter for Android	Jem	Jem45966218	en	32		916	6	5468	54
pingdemic	1420796370781356032	Thu Jul 29 17:20:26 +0000 2021	@itvnews It's not a "Pingdemic"! It's a Pandemic. The pings are showing Covid is still spreading! The "app" hasn't gone rogue and developed a mind of It's own 🤬 #CovidIsNotOver #pandemic	0		Twitter for Android	Lucy Roberts	locket1979	en	0		24433	555	6235	2862
pingdemic	1420796356680114176	Thu Jul 29 17:20:23 +0000 2021	@CameronWatson96 Yeah it's not a pingdemic it's a pandemic people are being notified of	1		Twitter for Android	(Daniel)	DanielMcCrorie	en	0		5697	124	8861	275
pingdemic	1420796294633771008	Thu Jul 29 17:20:08 +0000 2021	"If face masks and Covid passes are still to be mandatory, it won’t take much to initiate new lockdowns, and so it continues." - Simon Dolan  Read Simon's take on so-called Freedom Day:  https://t.co/5iPpJmGrtp	76		Twitter for Android	Hellina Handcart	FiWassell	en	17		94761	511	22059	604
pingdemic	1420796276447252736	Thu Jul 29 17:20:04 +0000 2021	@ukiswitheu I drive a truck for a supermarket, its nothing to do with this pingdemic bollocks, most of us haven't got the app as we'd be isolating constantly. it's brexit, nothing else. We had the pandemic last year but we didn't have a driver shortage.	2089		Twitter for Android	SuledaleSassenach💙 #Indy2021 #don'tbuythesun	BillWri75898474	en	999		13245	225	19734	316
pingdemic	1420796265193951232	Thu Jul 29 17:20:01 +0000 2021	‘I might delete it’: users on the NHS Covid-19 app amid the ‘pingdemic’ https://t.co/xsZaHzWPdh	9		Twitter for iPhone	Froggy	VapidApe	en	4		88854	2080	53974	1659
pingdemic	1420796216447803392	Thu Jul 29 17:19:49 +0000 2021	@Narwhal_86 @DanielaNadj @TookeKris Yes: https://t.co/97wGsbwfH4  But in this article they claim it only to the #pingdemic and not because of #brexit, which is the true cause.	2		Twitter Web App	Daniela Nadj	DanielaNadj	en	1		44364	2491	16390	686
pingdemic	1420796212156960768	Thu Jul 29 17:19:48 +0000 2021	‘I might delete it’: users on the NHS Covid-19 app amid the ‘pingdemic’ https://t.co/TufwFZfH7X	0		trackntracer	trackntrace	trackntracer	en	1		11	1161	292143	4
pingdemic	1420796195627274240	Thu Jul 29 17:19:44 +0000 2021	Over 700,000 across UK are isolating cos of that absolute farce of an app #pingdemic	1		Twitter for Android	Phil	Phil1983efc	en	0		17123	191	2098	234
pingdemic	1420796190153654272	Thu Jul 29 17:19:43 +0000 2021	‘I might delete it’: users on the NHS Covid-19 app amid the ‘pingdemic’ https://t.co/TufwFZfH7X	0		Twitter Web App	Rosie Pinhorn	butterflytongue	en	1		44082	470	101571	385
pingdemic	1420796155731103744	Thu Jul 29 17:19:35 +0000 2021	@DaveWrigh Brexit &amp; the pingdemic are to blame - both the govt’s doing!	1		Twitter for iPhone	Rick Lees	ricklees	en	0		28797	22928	39600	19592
pingdemic	1420796132628762624	Thu Jul 29 17:19:29 +0000 2021	I don't know about anyone else, but I am somewhat sceptical that the so called #pingdemic is the primary cause of food supply problems.  It's, in fact #brexit, which basically meant that there weren't enough HGV drivers in the UK.  Very well done @Nigel_Farage you total numpty.	0		Twitter Web App	Mr Matt	matthewpwillis	en	0		1100	117	7866	40
pingdemic	1420796040672907264	Thu Jul 29 17:19:07 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter Web App	Michael Douglas	thegistofit	en	434		14983	627	52094	572
pingdemic	1420796017243525120	Thu Jul 29 17:19:02 +0000 2021	Notice the way test and trace was working fine according to Tory MSM, now it's a so called NHS pingdemic that isn't working properly and should be removed..It's the only thing people have left because Johnson has washed his hands of briefings and communication, we are in the dark	85		Twitter for Android	Norton Hodges	wasfab66	en	45		75068	343	33420	662
pingdemic	1420795996439785472	Thu Jul 29 17:18:57 +0000 2021	Notice the way test and trace was working fine according to Tory MSM, now it's a so called NHS pingdemic that isn't working properly and should be removed..It's the only thing people have left because Johnson has washed his hands of briefings and communication, we are in the dark	85		Twitter for Android	Anthony	lawksalordy62	en	45		8237	82	28857	24
pingdemic	1420795967012548608	Thu Jul 29 17:18:50 +0000 2021	Only 13% of Covid test centres for critical workers are open, No 10 admits https://t.co/eOOTOLiG61	0		Twitter Web App	Rosie Pinhorn	butterflytongue	en	0		44082	470	101571	385
pingdemic	1420795910322282496	Thu Jul 29 17:18:36 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	Dr Poppylopagous	chuffingnora38	en	434		108193	280	1853	1690
pingdemic	1420795857469849600	Thu Jul 29 17:18:24 +0000 2021	RT @grahamja51: Covid 'pingdemic' could close nurseries as fears grow over self-isolating staff https://t.co/KChYGfdKXT	2		Twitter for iPhone	SafeEdForAll	SafeEdForAll_UK	en	6		10461	3962	10573	4988
pingdemic	1420795851149021184	Thu Jul 29 17:18:22 +0000 2021	Would the UK government go so far as to use the contrived #Pingdemic to engineer a #food shortage in order to destabilise society, perhaps as a pretext for more brutal lockdowns in the coming months, ie. curfews, police &amp; military checkpoints, vaccine passport barriers etc?	764		Twitter for iPad	Neil. 🌸 GBIGA #AllLivesMatter #NoVaccinePasports	NeilFer50704831	en	267		1397	711	38062	1095
pingdemic	1420795843343527936	Thu Jul 29 17:18:20 +0000 2021	@mryorkshiretea I unmuted you after getting screen grabs - yet here you are still waffling and thinking you were still muted 😂  So agreed - no driver shortages because of Brexit Any shortages *which haven't happened in my stores* are down to the 'pingdemic'  We've been out of EU 545 days.	0		Twitter Web App	𝐍Ⓘℕ𝓳ค	Obi1_Shinobi	en	0		147005	3369	56056	4921
pingdemic	1420795762372456448	Thu Jul 29 17:18:01 +0000 2021	@Narwhal_86 @DanielaNadj @TookeKris Yes: https://t.co/97wGsbwfH4  But in this article they claim it only to the #pingdemic and not because of #brexit, which is the true cause.	2		Twitter Web App	Pascal Gienger	PascalGienger	en	1		1777	316	9099	238
pingdemic	1420795717069819904	Thu Jul 29 17:17:50 +0000 2021	@petcotterell @montie of course that is part of the problem, nobody would claim otherwise. But the haulage association were warning of this weeks before the 'pingdemic' (aka the pandemic) took off because they have lost so many workers.	1		Twitter Web App	RicardoAV	RichieLionel81	en	0		31127	217	23644	356
pingdemic	1420795561637199872	Thu Jul 29 17:17:13 +0000 2021	COVID-19: 'Pingdemic' record numbers as 689,313 alerts sent from NHS app in a week in England and Wales https://t.co/5E4TYayr6p https://t.co/5TX2Fzt338	0		Twitter for iPhone	GeoVision	Visiongeo	en	0		206	78829	49015	3464
pingdemic	1420795196778950656	Thu Jul 29 17:15:46 +0000 2021	REPLY @ASI “The pingdemic is wreaking havoc for thousands of businesses and millions of people. It has led to empty supermarket shelves, bins not being picked up and cancelled trains.”	0		Twitter for iPhone	Adam Smith Institute	ASI	en	0		1006	56378	19358	300
pingdemic	1420795080256937984	Thu Jul 29 17:15:18 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	Larry Cuffe	LarryCuffe	en	434		42172	1717	43395	2365
pingdemic	1420795075987218432	Thu Jul 29 17:15:17 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	kdceltic1888	kdceltic1888	en	434		7905	813	14445	1245
pingdemic	1420795042554392576	Thu Jul 29 17:15:09 +0000 2021	#Pingdemic: Bar staff being told to delete NHS #Covid-19 #app- if article true, we are in serious trouble. What these managers are doing is shocking, but people's livelihoods are at stake so why would they not if no legal requirement? https://t.co/VPF4Oi7MvE https://t.co/9JnvnQ8pGQ	0		Hootsuite Inc.	Tim Melville-Walker	TimMelvilleWalk	en	0		71	483	3693	497
pingdemic	1420795041094717440	Thu Jul 29 17:15:09 +0000 2021	A summer of discontent is upon us, but autumn will provide the real wake-up call, when the true cost of this pandemic, and the failure to manage it, becomes apparent | Jane Thomas  @CampaignJane @SDupp @BylineTimes #pandemic #CovidIsNotOver  https://t.co/Ce2zRVJY95	197		Twitter for iPhone	M🌊🌊🌊🌊	mchovden1785	en	101		508938	7369	433368	7658
pingdemic	1420794995221618688	Thu Jul 29 17:14:58 +0000 2021	RT @dianehain: Only 13% of Covid test centres for critical workers are open, No 10 admits https://t.co/TImK55xZSr	4		Twitter Web App	Beverley S S	TalktoBeverley	en	3		72604	900	58289	2858
pingdemic	1420794839050956800	Thu Jul 29 17:14:21 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter Web App	PAMELA HYETT Government is not fit for purpose.	Lavenderchina	en	434		64992	1706	92263	1798
pingdemic	1420794774068645888	Thu Jul 29 17:14:05 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	LadyB	LadyB04982945	en	434		4482	25	3095	348
pingdemic	1420794628404613120	Thu Jul 29 17:13:31 +0000 2021	Only 13% of Covid test centres for critical workers are open, No 10 admits https://t.co/WFXRdkqG1o	0		Twitter Web App	Andreas Baader	stop1984	en	2		54727	5583	501192	4783
pingdemic	1420794515888217856	Thu Jul 29 17:13:04 +0000 2021	The problem is not the pingdemic, it's the pandemic. Not the dinghies, it's the yachts. Not the jobseekers, it's the tax avoiders. Not the public, not Jeremy Corbyn, not Meghan Markle, not ungrateful lefties. It's the Tories.	1199		Twitter for Android	James Smith	jas7smith	en	434		5711	910	2794	1438
